Time,Acc_X,Acc_Y,Acc_Z
0.0,-0.0908203125,0.15966796875,1.0048828125
0.001817941665649414,-0.0478515625,0.21337890625,0.94580078125
0.0036230087280273438,0.0693359375,0.07421875,0.95849609375
0.005430936813354492,-0.04638671875,-0.20068359375,0.98779296875
0.007241964340209961,-0.1630859375,0.0185546875,1.00244140625
0.009054899215698242,-0.0732421875,0.15625,1.12109375
0.010869979858398438,-0.08935546875,0.0439453125,0.943359375
0.012682914733886719,0.130859375,-0.01611328125,0.96337890625
0.014489889144897461,-0.02197265625,0.01806640625,1.00390625
0.016301870346069336,-0.1884765625,0.15625,0.998046875
0.01811385154724121,0.02734375,-0.00537109375,0.9638671875
0.019923925399780273,0.05859375,-0.1083984375,0.8779296875
0.021730899810791016,0.02294921875,0.15576171875,1.01123046875
0.02353692054748535,-0.1982421875,0.24365234375,0.97216796875
0.02535700798034668,0.06640625,0.14599609375,0.97509765625
0.027182817459106445,0.04931640625,-0.12841796875,1.009765625
0.028999805450439453,-0.162109375,-0.03173828125,1.11181640625
0.03081798553466797,-0.01806640625,0.1435546875,0.9580078125
0.03262782096862793,-0.0009765625,0.17919921875,0.9853515625
0.03444385528564453,-0.01318359375,0.01513671875,0.98974609375
0.03625893592834473,-0.04150390625,0.0703125,0.9873046875
0.03806781768798828,-0.03076171875,0.15771484375,0.98974609375
0.03987884521484375,-0.0712890625,0.0263671875,0.974609375
0.04168581962585449,0.0439453125,-0.10009765625,0.9833984375
0.04349994659423828,-0.04541015625,-0.02880859375,1.00146484375
0.045308828353881836,-0.03466796875,0.1484375,0.99755859375
0.04684090614318848,0.11962890625,0.1279296875,0.96875
0.04819989204406738,-0.00830078125,0.05419921875,0.97607421875
0.04955482482910156,-0.021484375,-0.03076171875,0.99658203125
0.050911903381347656,-0.06787109375,-0.00830078125,0.99072265625
0.052268028259277344,-0.091796875,0.09130859375,0.9912109375
0.05362296104431152,-0.1044921875,0.080078125,0.9892578125
0.05498099327087402,-0.04638671875,0.05419921875,0.97802734375
0.05633902549743652,-0.009765625,0.046875,0.98779296875
0.0576939582824707,0.041015625,0.0595703125,0.97900390625
0.06298398971557617,0.0400390625,-0.0205078125,0.98828125
0.06437182426452637,0.0390625,-0.0927734375,0.98779296875
0.06574487686157227,0.10498046875,0.0751953125,0.9853515625
0.06711292266845703,-0.0908203125,0.099609375,0.99560546875
0.06848001480102539,-0.12109375,0.13916015625,0.99755859375
0.0698549747467041,-0.001953125,0.04833984375,0.9853515625
0.07122397422790527,-0.033203125,-0.01318359375,0.96630859375
0.07257986068725586,0.0634765625,0.044921875,0.95849609375
0.07393598556518555,0.10693359375,0.10107421875,0.88916015625
0.07529282569885254,-0.14306640625,0.08154296875,1.01904296875
0.07664799690246582,-0.11572265625,0.03076171875,0.98828125
0.07803893089294434,0.0888671875,0.0009765625,0.95361328125
0.07945680618286133,0.15478515625,-0.005859375,0.9765625
0.08081698417663574,0.07421875,0.07421875,1.00146484375
0.08217096328735352,-0.0673828125,0.09423828125,0.96826171875
0.08358001708984375,0.00537109375,0.072265625,0.9775390625
0.08493781089782715,-0.02978515625,0.060546875,1.01123046875
0.08629083633422852,-0.15966796875,0.037109375,0.9794921875
0.08764481544494629,-0.03466796875,0.04833984375,0.96044921875
0.08899903297424316,0.00146484375,0.05126953125,0.98974609375
0.09035086631774902,-0.0859375,0.0693359375,1.01416015625
0.09170389175415039,-0.11328125,0.04296875,1.0107421875
0.09305381774902344,-0.0390625,0.04150390625,0.9638671875
0.09440493583679199,0.0390625,0.0361328125,0.966796875
0.0957639217376709,0.03369140625,0.0302734375,0.9814453125
0.09714484214782715,-0.05419921875,0.03271484375,0.994140625
0.09849786758422852,-0.04052734375,0.06494140625,0.97998046875
0.09985589981079102,0.02197265625,0.103515625,0.9873046875
0.10120892524719238,-0.04736328125,0.095703125,0.998046875
0.10256290435791016,-0.11279296875,0.05859375,0.99853515625
0.10391497611999512,-0.029296875,0.0263671875,0.9765625
0.10526680946350098,-0.01123046875,0.02880859375,0.978515625
0.10662198066711426,-0.10107421875,0.05810546875,0.9912109375
0.10797286033630371,-0.0185546875,0.05029296875,0.9794921875
0.10932493209838867,0.0146484375,0.0390625,0.994140625
0.11067795753479004,-0.0263671875,0.05322265625,0.9921875
0.1120309829711914,-0.01611328125,0.068359375,0.9912109375
0.11338186264038086,0.03271484375,0.04833984375,0.97265625
0.11473894119262695,0.01953125,0.05419921875,0.97265625
0.11609196662902832,-0.044921875,0.044921875,0.99853515625
0.11744379997253418,-0.01416015625,0.01953125,0.9833984375
0.11879491806030273,-0.044921875,0.03515625,0.98486328125
0.1201469898223877,-0.046875,0.04638671875,0.984375
0.12150096893310547,-0.033203125,0.07666015625,0.99462890625
0.12285280227661133,-0.1005859375,0.078125,0.99755859375
0.12420487403869629,-0.048828125,0.09326171875,0.9755859375
0.12555694580078125,0.02294921875,0.03369140625,0.96923828125
0.12691092491149902,0.09619140625,0.0322265625,0.990234375
0.12826299667358398,-0.03076171875,0.04052734375,0.9931640625
0.12961483001708984,-0.068359375,0.04052734375,0.99169921875
0.1309669017791748,-0.03857421875,0.0458984375,0.9716796875
0.13232088088989258,-0.00927734375,0.0390625,0.96826171875
0.13367390632629395,-0.0029296875,0.08056640625,0.982421875
0.13502788543701172,-0.0703125,0.08154296875,0.9970703125
0.1363849639892578,-0.11376953125,0.115234375,0.99267578125
0.1377708911895752,-0.0751953125,0.02587890625,0.97998046875
0.13912701606750488,0.01513671875,-0.0244140625,0.9892578125
0.14047884941101074,0.07470703125,0.0546875,0.98095703125
0.1418309211730957,0.08642578125,0.0556640625,0.98193359375
0.1431868076324463,-0.0263671875,0.06591796875,1.00927734375
0.14454293251037598,-0.0712890625,0.08056640625,1.00634765625
0.1457819938659668,-0.015625,0.0546875,0.96630859375
0.14698481559753418,0.095703125,0.00634765625,0.9794921875
0.14818787574768066,-0.037109375,-0.03662109375,0.99853515625
0.14938998222351074,-0.1337890625,0.060546875,0.99365234375
0.15059280395507812,-0.138671875,0.06640625,0.98291015625
0.15179800987243652,-0.119140625,0.123046875,0.98291015625
0.1529998779296875,-0.03759765625,0.09521484375,0.9912109375
0.1542038917541504,-0.06884765625,0.04296875,0.9951171875
0.15540695190429688,-0.01025390625,0.07080078125,0.9873046875
0.15661001205444336,0.00537109375,0.0673828125,0.98388671875
0.15781283378601074,-0.0322265625,0.025390625,0.9794921875
0.15902090072631836,0.0068359375,0.0498046875,0.978515625
0.16022896766662598,0.1123046875,0.03466796875,0.97119140625
0.16143298149108887,0.05224609375,0.02685546875,0.97412109375
0.16263699531555176,-0.07861328125,0.0380859375,0.99853515625
0.16383981704711914,-0.06298828125,0.10595703125,0.994140625
0.16504192352294922,-0.08349609375,0.10595703125,0.9775390625
0.1662449836730957,-0.08935546875,0.06005859375,0.9697265625
0.1674518585205078,-0.03076171875,0.04541015625,0.97802734375
0.16866493225097656,0.08447265625,0.01513671875,0.9736328125
0.16986799240112305,-0.0087890625,0.02685546875,0.9912109375
0.17107295989990234,-0.12451171875,0.06591796875,1.00341796875
0.17227602005004883,-0.08056640625,0.0693359375,0.9833984375
0.1734788417816162,-0.01513671875,0.05908203125,0.96240234375
0.1746809482574463,0.05859375,0.044921875,0.9716796875
0.17588400840759277,0.0029296875,0.0458984375,0.99169921875
0.17708802223205566,-0.033203125,0.07177734375,0.9833984375
0.17829084396362305,-0.0341796875,0.0693359375,1.00048828125
0.17950201034545898,-0.06005859375,0.08056640625,0.99365234375
0.18070483207702637,-0.01171875,0.03369140625,0.97607421875
0.18190789222717285,0.00439453125,-0.0302734375,0.97412109375
0.18311381340026855,-0.123046875,0.0078125,0.8837890625
0.18431687355041504,-0.08837890625,0.06591796875,0.98291015625
0.18551898002624512,0.01806640625,0.08740234375,0.96630859375
0.18672490119934082,-0.0107421875,0.10400390625,0.96630859375
0.1879289150238037,-0.10302734375,0.06494140625,0.9912109375
0.1891319751739502,-0.13037109375,0.04443359375,1.12451171875
0.19033479690551758,-0.11962890625,0.05859375,0.95458984375
0.19153785705566406,0.03271484375,0.0068359375,0.9462890625
0.19273996353149414,0.14599609375,0.0263671875,0.96826171875
0.19394397735595703,-0.13134765625,0.03271484375,1.00830078125
0.19514679908752441,-0.06640625,0.1103515625,0.9990234375
0.1963498592376709,-0.04443359375,0.09375,0.97021484375
0.1975548267364502,-0.07177734375,-0.044921875,0.96875
0.1987600326538086,-0.04345703125,0.04736328125,0.99560546875
0.19996380805969238,0.07373046875,0.08203125,0.962890625
0.20116591453552246,0.021484375,0.09912109375,0.99072265625
0.20236992835998535,-0.08984375,0.13037109375,1.0107421875
0.20357298851013184,-0.13720703125,0.0478515625,0.99658203125
0.20477581024169922,-0.18408203125,0.0146484375,0.97509765625
0.2059798240661621,0.02734375,-0.0029296875,0.99365234375
0.207183837890625,0.01953125,-0.0087890625,0.96875
0.20838689804077148,0.02197265625,0.02880859375,0.97705078125
0.2095940113067627,-0.0439453125,0.0634765625,1.00244140625
0.21079802513122559,-0.03173828125,0.09130859375,0.99658203125
0.21200180053710938,-0.0419921875,0.08740234375,0.97998046875
0.21320486068725586,-0.09130859375,0.0537109375,0.99755859375
0.21440792083740234,-0.02001953125,0.07373046875,0.98486328125
0.21561098098754883,0.0458984375,0.02587890625,0.9833984375
0.21681690216064453,-0.09912109375,0.01806640625,0.99658203125
0.21801996231079102,-0.1279296875,0.0556640625,0.97900390625
0.2192230224609375,-0.0048828125,0.068359375,0.97900390625
0.22042393684387207,0.02001953125,0.0712890625,0.98876953125
0.22162699699401855,-0.00244140625,0.07373046875,0.9873046875
0.22282981872558594,0.0390625,0.0126953125,0.9794921875
0.22403192520141602,0.00830078125,0.05322265625,0.99853515625
0.2252359390258789,-0.03076171875,0.052734375,1.00341796875
0.22643780708312988,-0.1484375,0.0908203125,0.9990234375
0.2276439666748047,-0.16552734375,0.048828125,0.9755859375
0.22884798049926758,0.087890625,0.013671875,0.970703125
0.23004889488220215,-0.03857421875,0.00927734375,0.9912109375
0.23125195503234863,-0.12646484375,0.0283203125,0.98046875
0.23245596885681152,0.01416015625,0.08544921875,0.9853515625
